movie_id,author_profile,author_name,review
1291585,https://img9.doubanio.com/icon/u1043499-95.jpg,恶猫的步调,“其实押井守和高中生的宫崎骏有很多相似之处，他们的相遇成了很大的契机，改变了自己的战场，从此在同一个战场上共同战斗，因此在不同的方面可以发挥自己的力量，在此期间形成了自己的创作特色。”（铃木敏夫） ...
1291585,https://img3.doubanio.com/icon/u1675831-1.jpg,草纹,无意中翻出动画片《风之谷》复习起来，这部宫崎骏导演的成名作可以称为是他后来所导演的一系列作品的引子。 七日之火与工业文明 记得看过的一个电视采访：日本第一位宇航员秋山丰宽（1990年乘坐原苏联航天飞机进...
1291585,https://img1.doubanio.com/icon/u1910550-298.jpg,飞帚少女,    又一次被宫崎骏的动画感动到的一塌糊涂。前几看了《哈尔的移动城堡》、《猫的报恩》《天空之城》┅一次又一次被他的作品惊到。我不停的想象，那个总是爱用女孩做主角的男人在生活里是一个什么样的人，到底是...
1291585,https://img3.doubanio.com/icon/u1465170-3.jpg,武志红,    想做丁克一族。     不是因为不喜欢孩子，而是因为赞同宫崎骏在《风之谷》中表达的观点：人类，是地球的害虫！     周日，又看了一遍《风之谷》，当看到娜乌西卡“身着蓝衣，行走在金黄色的大草原”时，忍不...
1291818,https://img3.doubanio.com/icon/u1314323-11.jpg,amei,希腊神话中有一个著名的故事：弑父娶母。弗洛伊德由此将男孩的恋母情结命名为“俄狄浦斯情结”，相信大家都不会陌生。而与它相对应的女孩情结被称之为“埃勒克特拉情结”。  　　埃勒克特拉是古希腊参与杀害母亲...
1291818,https://img3.doubanio.com/icon/u29635041-12.jpg,叶阳心理工作室,撰文：北京慧泽心洲心理专家、主任咨询师  叶艳  孔子曰：“饮食男女，人之大欲也”。意思是说人的生命无外为两件事：饮食和男女，即吃和性。导演李安影片名《饮食男女》，即是借用孔子这句诗意，来表达一个家庭...
1291818,https://img1.doubanio.com/icon/u1120462-7.jpg,隆咚锵,我是那种不喜欢《卧虎藏龙》，也不喜欢《断背山》，却喜欢《喜宴》，《推手》，《饮食男女》的观众。我很喜欢看这种故事性很强的电影。在李安这三部电影中，有异国恋，同性恋，老少恋，未婚先孕，大龄剩女，基本...
1291818,https://img3.doubanio.com/icon/u1219680-113.jpg,贝塔先生,没人再有耐心读文字的时代 我想在每个周二晚十点，讲一个荒唐的故事，欢迎关注 －－－－－－－－－广告结束，我让路－－－－－－－－－－－ 朱老爷子和老兄弟喝了酒，颤颤悠悠走在过道里，说：“饮食男女，人之大...
1291818,https://img9.doubanio.com/icon/u1067216-5.jpg,veronique,自从他在《喜宴》里，狡诈地让巍巍莫名其妙当了一对小gay情侣的代孕母，还硬塞给她一份“皆大欢喜”的心甘情愿，又在《饮食男女》之末，让娶了年轻小姑娘的老头枯树又抽嫩枝之后——我就根深蒂固地认为，李安是坏...
1291822,https://img1.doubanio.com/icon/u2411826-9.jpg,叶洲,你不能想象，这是现代文明的20世纪末；你不能想象，在一整个国家，法律、道德、秩序、人性完全丧失殆尽；你不能想象，在一百天的时间里，100万人惨遭屠杀；你不能想象，面对这一惨剧，全世界竟然默不作声！  本片...
1291822,https://img1.doubanio.com/icon/u1225645-128.jpg,Chris Tang,终于看完《卢旺达饭店》。非娱乐片，一次性看完，于我而言，是件稀罕的事。  喜爱这样一部影片，远胜过同年大热的《飞行家》，或者《百万宝贝》。  这是关乎一个男人的故事。关乎，爱与救赎。   许多时候，我都带...
1291822,https://img3.doubanio.com/icon/u1002491-2.jpg,Adam,    《卢旺达饭店》买了几个星期了，一直都没看，不是不舍得看，而是不敢看，因为知道这是一场人间惨剧，不知道电影会怎么来表达，面对每天繁忙的工作，不敢让自己的心情过于沉重，坚持到昨天晚上，才下决心看了...
